CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REPOSITORIO_INSTITUCIONAL|IN_BUSCA_INTEGRADA|IN_SERVICO_INTERNET|IN_PARTICIPA_REDE_SOCIAL|IN_CATALOGO_ONLINE|QT_PERIODICO_ELETRONICO|QT_LIVRO_ELETRONICO|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
2431|Faculdade Estácio Montessori de Ibiúna|ESTÁCIO FMI|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|3519709|Ibiúna|35|SP|Sudeste|0|8|0|0|0|1|2|0|4|1|0|0|0|0|0|0|1|1|0|1|1|1|1|35000|2600|1|1202140826.13|0.00|142854771.79|153329048.95|55655791.67|65668367.83|169381684.34|0.00|0.00|133649988.41
2435|FACULDADE DE CIÊNCIAS CONTÁBEIS LUIZ MENDES|LUMEN FACULDADES|1584|INSTITUTO EDUCACIONAL RIO BRANCO LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|2507507|João Pessoa|25|PB|Nordeste|1|10|0|0|0|0|2|2|2|2|0|1|0|0|0|1|1|1|0|1|0|1|0|1000|20000|2|150000.00|6000.00|2000.00|50000.00|30000.00|10000.00|12000.00|14000.00|10000.00|8000.00
2437|FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS|PIT TEIXEIRA|14514|EDITORA E DISTRIBUIDORA EDUCACIONAL S/A|4|Privada com fins lucrativos|3|Faculdade|2931350|Teixeira de Freitas|29|BA|Nordeste|0|59|0|0|10|5|25|5|9|1|4|0|0|0|0|0|0|1|0|0|1|0|1|258360|6544|1|1180599002.24|0.00|840059237.67|115967095.73|51789422.88|104264176.12|231090906.84|143947468.55|2619133.32|475438845.17
2440|FACULDADE CIDADE DE JOÃO PINHEIRO|FCJP|1590|ASSOCIACAO EDUCACIONAL DE JOAO PINHEIRO|5|Privada sem fins lucrativos|3|Faculdade|3136306|João Pinheiro|31|MG|Sudeste|0|47|1|0|0|3|17|5|4|1|5|3|2|5|1|0|0|1|1|1|1|0|1|61|0|1|5511510.56|0.00|0.00|991567.10|537474.34|767724.59|608798.84|207466.76|0.00|277754.35
2442|FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO|PIO XII - BIO|829|ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO|5|Privada sem fins lucrativos|3|Faculdade|3201308|Cariacica|32|ES|Sudeste|0|37|5|1|3|4|9|7|4|1|2|1|0|0|0|0|1|1|1|1|1|1|1|31|23|1|7459829.79|0.00|0.00|1551621.76|455454.59|1718463.89|488321.54|1166272.59|140124.44|1060898.56
2443|FACULDADE PROMOVE DE JANAÚBA||1509|ASSOCIACAO EDUCATIVA DO BRASIL - SOEBRAS|5|Privada sem fins lucrativos|3|Faculdade|3135100|Janaúba|31|MG|Sudeste|0|25|3|4|0|4|3|5|4|0|0|0|1|1|0|0|0|1|1|1|1|1|1|80|54|1|366380345.92|0.00|783841.16|84680982.67|38344575.26|16096403.52|108933255.96|3075575.85|6675551.28|81781242.32
2450|FACULDADE PROMOVE DE BELO HORIZONTE|PROMOVE|1509|ASSOCIACAO EDUCATIVA DO BRASIL - SOEBRAS|5|Privada sem fins lucrativos|3|Faculdade|3106200|Belo Horizonte|31|MG|Sudeste|1|105|11|10|1|0|21|12|20|10|6|2|3|6|1|2|0|0|0|1|1|1|1|0|0|1|366380345.92|0.00|783841.16|84680982.67|38344575.26|16096403.52|108933255.96|3075575.85|6675551.28|81781242.32
2451|FACULDADES INTEGRADAS IPIRANGA|FAINTIPI|2557|ASSOCIACAO PARA O DESENVOLVIMENTO EDUCACIONAL DO PARA-ADEPA|5|Privada sem fins lucrativos|3|Faculdade|1501402|Belém|15|PA|Norte|1|99|0|0|1|2|40|38|11|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|14448290.73|0.00|0.00|4249219.04|2517443.13|2065986.46|0.00|0.00|0.00|5460728.64
2456|FACULDADE DE ADMINISTRAÇÃO DE CHAPADÃO DO SUL|FACHASUL|1600|SOCIEDADE EDUCACIONAL DO CENTRO-OESTE - SOECO|5|Privada sem fins lucrativos|3|Faculdade|5002951|Chapadão do Sul|50|MS|Centro-Oeste|0|13|0|1|0|0|6|1|3|1|0|0|1|0|0|0|0|0|0|1|1|1|1|0|0|1|966386.21|889386.26|22716.39|546536.02|234229.76|287822.50|0.00|100000.00|36949.01|730000.00
2459|FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ|FEAPA|1603|CEAPA-CENTRO DE ESTUDOS AVANCADOS DO PARA S/S LIMITADA|4|Privada com fins lucrativos|3|Faculdade|1501402|Belém|15|PA|Norte|1|21|1|1|1|1|5|7|3|1|1|0|0|0|0|0|0|0|0|1|1|1|1|130|232|1|5356500.24|0.00|386675.91|1216379.90|796303.30|686811.53|0.00|0.00|0.00|3130813.50
2460|FACULDADE ESTÁCIO DE NATAL|ESTÁCIO DE NATAL|545|IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.|4|Privada com fins lucrativos|3|Faculdade|2408102|Natal|24|RN|Nordeste|1|47|0|0|0|11|18|0|3|6|4|2|1|2|0|0|0|1|0|1|1|1|1|35000|2600|1|1202140826.13|0.00|142854771.79|153329048.95|55655791.67|65668367.83|169381684.34|0.00|0.00|133649988.41
2462|FACULDADE SÃO LUÍS|FSL|15028|ASSOCIACAO DEHONIANA BRASIL MERIDIONAL|5|Privada sem fins lucrativos|3|Faculdade|4202909|Brusque|42|SC|Sul|0|8|1|0|2|0|1|1|0|0|2|1|0|0|0|0|0|0|0|1|1|0|1|0|0|2|1110597.17|0.00|137645.05|469541.90|141877.24|211539.57|287658.23|35550.48|6931.97|78148.17
2465|FACULDADE DAMÁSIO|FD|3673|DAMASIO EDUCACIONAL S.A.|4|Privada com fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|17|0|0|0|0|4|1|7|0|3|0|1|1|0|0|0|1|0|1|1|0|1|114|725|1|15744255.66|0.00|0.00|3632930.04|354038.57|1080829.06|3593889.35|2084387.99|0.00|0.00
2466|FACUDADE IEDUCARE - FIED|FIED|1608|FACULDADE IEDUCARE LTDA|4|Privada com fins lucrativos|3|Faculdade|2313401|Tianguá|23|CE|Nordeste|0|16|0|0|0|1|3|2|1|1|2|3|1|1|0|1|0|1|0|1|1|0|1|0|0|2|760042.21|120322.10|40678.30|72142.00|84648.00|3350.00|148348.22|446000.00|155521.23|96291.48
2468|INSTITUTO TEOLÓGICO FRANCISCANO|ITF|1611|PROVINCIA FRANCISCANA DA IMACULADA CONCEICAO DO BRASIL|5|Privada sem fins lucrativos|3|Faculdade|3303906|Petrópolis|33|RJ|Sudeste|0|16|2|4|0|0|0|2|3|1|4|0|0|0|0|0|1|0|0|1|1|1|1|0|871|2|286202.95|542392.42|225398.76|49371.18|290366.27|252026.15|2468.55|0.00|414139.39|0.00
2469|INSTITUTO MACAPAENSE DE ENSINO SUPERIOR|IMMES|1612|INSTITUTO MACAPAENSE DE ENSINO SUPERIOR S.S LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|1600303|Macapá|16|AP|Norte|1|33|3|0|2|0|7|3|13|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|21|1|4432877.05|0.00|0.00|1475318.42|279242.90|203685.10|238047.85|866250.58|380454.79|97731.95
2470|INSTITUTO SALVADOR DE ENSINO E CULTURA|ISEC|519|ASSOCIACAO OBJETIVO DE ENSINO SUPERIOR - ASSOBES|5|Privada sem fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|26|1|0|1|0|6|5|6|0|5|2|0|0|0|0|0|0|0|1|1|0|1|234|9159|1|120600008.53|0.00|43833560.84|34575828.31|19625326.46|18400989.97|51400060.89|12307551.54|0.00|0.00
2474|FACULDADE MARIA MILZA|FAMAM|1616|CENTRO EDUCACIONAL MARIA MILZA LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2909802|Cruz das Almas|29|BA|Nordeste|0|79|0|0|4|7|25|27|2|1|3|1|3|1|3|2|0|0|0|1|1|1|1|0|0|2|9987541.74|0.00|0.00|1168735.11|2714431.50|1461486.79|154630.67|92223.84|44367.50|112561.18
2475|FACULDADE ARQUIDIOCESANA DE MARIANA|FAM|1615|FUNDACAO MARIANENSE DE EDUCACAO|5|Privada sem fins lucrativos|3|Faculdade|3140001|Mariana|31|MG|Sudeste|0|8|2|0|0|0|3|1|2|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|4|2|316589.12|0.00|472373.53|271011.63|92962.59|88067.66|183181.57|0.00|0.00|0.00
2477|FACULDADE DE ADMINISTRAÇÃO DE MARIANA|FAMA|1618|FUNDACAO EDUCACIONAL DE MARIANA|5|Privada sem fins lucrativos|3|Faculdade|3140001|Mariana|31|MG|Sudeste|0|28|5|3|0|0|17|1|1|0|1|0|0|0|0|0|1|1|0|0|1|1|1|10|0|1|3355455.83|0.00|134378.91|1259233.72|667983.36|768921.96|0.00|216737.07|0.00|1409368.59
2478|FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL|FISUL|1619|INESCO - INSTITUTO DE ENSINO SUPERIOR DO CONE SUL LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|4308607|Garibaldi|43|RS|Sul|0|16|1|0|2|1|4|1|2|2|2|1|0|0|0|0|0|0|0|0|1|0|1|168|0|1|3034834.71|0.00|0.00|881521.38|426412.65|598278.85|974242.81|0.00|0.00|0.00
2484|FACULDADE PROCESSUS|PFD|14143|ASSOCIACAO EDUCACIONAL DOS TRABALHADORES DE BRASILIA|5|Privada sem fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|64|5|7|2|1|23|16|7|3|0|0|0|0|0|0|0|0|0|1|1|1|0|30|0|2|14887432.16|0.00|0.00|2355757.01|1180800.70|1819257.00|6115427.14|500106.50|400351.37|1613451.38
2485|FACULDADE CATÓLICA DE FORTALEZA|FCF|1624|ARQUIDIOCESE DE FORTALEZA|5|Privada sem fins lucrativos|3|Faculdade|2304400|Fortaleza|23|CE|Nordeste|1|29|1|2|0|1|4|9|4|1|7|0|0|0|0|0|0|0|1|0|1|1|0|0|0|2|2736852.11|0.00|303253.31|995996.00|580265.00|564288.70|579455.08|0.00|12138.47|11700.28
2488|FACULDADE ANGLICANA DE ERECHIM|FAE|1623|LEGIAO DA CRUZ DE ERECHIM|5|Privada sem fins lucrativos|3|Faculdade|4307005|Erechim|43|RS|Sul|0|59|1|0|4|2|7|5|15|5|9|1|3|7|0|0|1|0|0|1|1|0|0|0|0|2|5640841.37|4754500.00|721023.78|3274826.51|1040900.99|361700.43|306323.13|165515.74|213123.12|2687909.32
2491|INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP|ISCECAP|890|ASSOCIACAO PENINSULA NORTE DE EDUCACAO CIENCIA E CULTURA|5|Privada sem fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|25|2|1|1|4|2|5|3|2|3|0|1|0|1|0|1|1|1|1|1|1|1|10500|11800|1|2673619.02|0.00|0.00|962968.36|359019.20|436648.90|635075.64|103900.80|0.00|0.00
2494|FUNVIC - FACULDADE DE PINDAMONHANGABA||3450|FUNDACAO UNIVERSITARIA VIDA CRISTA|5|Privada sem fins lucrativos|3|Faculdade|3538006|Pindamonhangaba|35|SP|Sudeste|0|74|0|0|0|0|20|20|11|15|6|2|0|0|0|0|0|0|1|1|1|1|1|0|0|1|18075956.32|4287091.07|4519403.93|9658640.09|3219546.69|1214034.05|10249140.42|953911.01|0.00|264900.10
2497|FACULDADE ATENEU|FATE|1629|SOCIEDADE EDUCACIONAL EDICE PORTELA LTDA|4|Privada com fins lucrativos|3|Faculdade|2304400|Fortaleza|23|CE|Nordeste|1|529|2|4|35|75|52|42|27|27|53|62|68|64|5|13|1|0|0|1|1|0|1|450|0|1|27527500.71|0.00|268364.19|5815418.96|2723007.87|4453649.86|1848662.26|3879434.45|0.00|4608089.10
2499|FACULDADE APOIO|FA|1632|UNIFASS SISTEMA DE ENSINO LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|2919207|Lauro de Freitas|29|BA|Nordeste|0|24|0|2|0|1|4|2|3|3|2|3|2|2|0|0|0|0|0|0|0|1|0|6|0|2|5590420.57|0.00|0.00|1213297.27|268529.87|324015.85|765977.25|0.00|0.00|1004831.91
2500|FACULDADE EINSTEIN||1633|SOCIEDADE SOTEROPOLITANA DE ENSINO PESQUISA E EXTENSAO LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2927408|Salvador|29|BA|Nordeste|1|10|0|0|0|1|1|0|0|0|2|2|0|2|0|2|0|1|0|1|1|1|1|80|250|1|150220.00|0.00|0.00|120010.00|47023.00|32063.00|0.00|0.00|0.00|0.00
2501|FACULDADE ESTÁCIO DE SÁ DE GOIÁS|FESGO|119|SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA|4|Privada com fins lucrativos|3|Faculdade|5208707|Goiânia|52|GO|Centro-Oeste|1|59|0|0|0|7|14|1|20|9|3|5|0|0|0|0|0|1|0|1|1|0|1|35000|2600|1|2714362276.15|0.00|53060241.10|426449826.40|234043772.28|182294889.30|607062703.09|0.00|0.00|18617703.29
2504|FACULDADE DIVINÓPOLIS|FACED|216|SOCIEDADE DOM BOSCO DE EDUCACAO E CULTURA LTDA|4|Privada com fins lucrativos|3|Faculdade|3122306|Divinópolis|31|MG|Sudeste|0|46|2|0|1|1|11|7|2|3|8|5|5|1|0|0|1|1|1|1|1|1|1|95|6|1|6825069.00|0.00|31020.00|1935454.00|739690.00|1827323.00|104235.00|91498.00|252624.00|1024627.00
2505|FACULDADE DE ARTE E DESIGN|FAD|216|SOCIEDADE DOM BOSCO DE EDUCACAO E CULTURA LTDA|4|Privada com fins lucrativos|3|Faculdade|3122306|Divinópolis|31|MG|Sudeste|0|46|2|0|1|1|11|7|2|3|8|5|5|1|0|0|1|1|1|1|1|1|1|26|8|1|6825069.00|0.00|31020.00|1935454.00|739690.00|1827323.00|104235.00|91498.00|252624.00|1024627.00
2511|FACULDADE DE DIREITO UNIDADE GUARAPARI|FADIG|14514|EDITORA E DISTRIBUIDORA EDUCACIONAL S/A|4|Privada com fins lucrativos|3|Faculdade|3202405|Guarapari|32|ES|Sudeste|0|45|0|0|0|0|17|3|12|0|6|5|2|0|0|0|0|1|0|0|1|1|1|258360|6544|1|1180599002.24|0.00|840059237.67|115967095.73|51789422.88|104264176.12|231090906.84|143947468.55|2619133.32|475438845.17
2513|FACULDADE ARTHUR THOMAS|CESA|1638|CESA - COMPLEXO DE ENSINO SUPERIOR ARTHUR THOMAS S/S LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|4113700|Londrina|41|PR|Sul|0|28|1|0|2|1|7|5|4|2|6|0|0|0|0|0|1|0|0|1|1|0|1|10000|10000|2|7952812.23|0.00|27209.22|2148851.98|1097831.12|1221446.69|2464770.65|472259.99|0.00|155274.74
2514|INSTITUTO NATALENSE DE EDUCAÇÃO SUPERIOR|INAES|1230|INSTITUTO DE PROFISSIONALIZACAO, DE ENSINO E DE PESQUISA|5|Privada sem fins lucrativos|3|Faculdade|2408102|Natal|24|RN|Nordeste|1|11|0|0|1|1|1|0|3|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|2|67040.28|0.00|128740.32|26809.68|106328.58|57824.07|0.00|0.00|0.00|0.00
2521|INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ|ISESPI|1644|GEBASPI - GRUPO DE EDUCACAO BASICA E SUPERIOR DO SUL DO PIAUI S/C LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2202307|Canto do Buriti|22|PI|Nordeste|0|6|2|1|0|0|2|0|0|0|1|0|0|0|0|0|0|1|0|1|1|1|0|0|0|1|982300.00|0.00|0.00|163500.00|55000.00|62300.00|234000.00|229000.00|82000.00|113000.00
2530|FACULDADE DE CIÊNCIAS DE GUARULHOS|FACIG|1649|ESCOLA SUPERIOR DE CIENCIAS, SAUDE E TECNOLOGIA LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|3518800|Guarulhos|35|SP|Sudeste|0|24|0|1|2|1|10|4|4|2|0|0|0|0|0|0|1|0|0|0|1|1|1|222|3528|1|11821213.09|0.00|0.00|2298038.34|984873.57|1486401.31|477259.41|38400.18|32914.44|0.00
2532|FACULDADE DO SUDESTE GOIANO|FASUG|1650|FACULDADE DO SUDESTE GOIANO LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|5217401|Pires do Rio|52|GO|Centro-Oeste|0|6|0|0|0|0|0|0|2|2|2|0|0|0|0|0|0|1|0|1|1|1|1|1234|6627|2|3530436.00|0.00|25081.00|1125731.70|509120.12|410968.45|380245.00|415680.00|190780.00|121795.20
2536|FACULDADE RORAIMENSE DE ENSINO SUPERIOR|FARES|1653|DISTRIBUIDORA DE DERIVADOS DE PETROLEO PINHEIRO LTDA|4|Privada com fins lucrativos|3|Faculdade|1400100|Boa Vista|14|RR|Norte|1|65|2|1|2|1|11|12|6|3|17|3|3|3|0|1|0|0|0|1|1|0|1|0|112|1|3409841.46|0.00|0.00|1226224.66|382646.94|852632.97|0.00|0.00|20664.00|253964.52
2537|FACULDADE SÃO GERALDO|FSG|1654|ESCOLA SAO GERALDO LTDA|4|Privada com fins lucrativos|3|Faculdade|3201308|Cariacica|32|ES|Sudeste|0|18|0|0|0|0|6|2|7|0|0|0|1|1|0|1|0|0|1|0|1|1|1|2|0|1|8800017.88|0.00|169323.53|1961478.53|193992.38|1063100.09|0.00|0.00|0.00|2650978.74
2538|FACULDADE VENDA NOVA DO IMIGRANTE|FAVENI|1655|INSTITUTO DE EDUCACAO SECULO XXI EIRELI - EPP|4|Privada com fins lucrativos|3|Faculdade|3205069|Venda Nova do Imigrante|32|ES|Sudeste|0|20|1|0|0|0|3|4|5|1|3|1|0|1|1|0|0|0|0|0|1|1|1|123|5000|1|1418466.12|0.00|0.00|478139.58|312318.39|437854.91|0.00|112839.33|18000.00|40000.00
2539|FACULDADE EVANGÉLICA DO MEIO NORTE|FAEME|1656|IEB - INSTITUTO EDUCACIONAL BRASILEIRO|5|Privada sem fins lucrativos|3|Faculdade|2103604|Coroatá|21|MA|Nordeste|0|14|1|1|0|0|0|3|2|1|4|2|0|0|0|0|0|0|0|0|1|0|1|0|29|1|802657.89|299304.41|0.00|402082.00|267221.11|227103.07|32002.00|26999.02|35123.00|111432.10
2548|FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL|FATEFIG|2602|CECAM - CENTRO EDUCACIONAL E CULTURAL DA AMAZONIA - EPP|4|Privada com fins lucrativos|3|Faculdade|1508100|Tucuruí|15|PA|Norte|0|49|1|3|5|3|2|3|6|2|8|8|2|3|1|2|1|1|1|1|1|1|1|20|1697|2|1543216.20|0.00|162000.00|592000.00|293000.00|190000.00|95000.00|180000.00|125000.00|100000.00
2549|FACULDADE PAULISTA DE EDUCAÇÃO E COMUNICAÇÃO|FAPEC|1661|SOCIEDADE EDUCACIONAL E CULTURAL VALE DO UNA LTDA. - ME|4|Privada com fins lucrativos|3|Faculdade|3519709|Ibiúna|35|SP|Sudeste|0|6|0|1|0|0|2|0|2|0|1|0|0|0|0|0|1|0|0|1|1|0|1|229|1432|1|139198.19|0.00|0.00|218558.26|93667.82|134337.82|149895.35|12060.55|10337.61|250.00
2553|INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA LUIS EDUARDO MAGALHÃES|IESULEM|736|ASSOCIACAO EDUCACIONAL UNYAHNA S/C|4|Privada com fins lucrativos|3|Faculdade|2919553|Luís Eduardo Magalhães|29|BA|Nordeste|0|8|0|0|0|0|0|0|6|2|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|2|134710.00|0.00|0.00|30492.00|14500.00|17100.00|0.00|40000.00|20000.00|0.00
2554|FACULDADE DE EDUCAÇÃO SANTA TEREZINHA|FEST|1664|ROZA MARIA SOARES DA SILVA - ME|4|Privada com fins lucrativos|3|Faculdade|2105302|Imperatriz|21|MA|Nordeste|0|61|2|0|3|0|20|10|6|6|7|2|4|1|0|0|0|0|1|1|1|0|1|0|0|1|8381050.17|0.00|0.00|3366538.69|915557.97|1806307.00|945524.15|0.00|0.00|293349.76
2556|FIAM-FAAM - CENTRO UNIVERSITÁRIO|UNIFIAM-FAAM|223|SOCIEDADE DE CULTURA E ENSINO LTDA.|5|Privada sem fins lucrativos|2|Centro Universitário|3550308|São Paulo|35|SP|Sudeste|1|102|0|2|1|1|34|43|9|10|0|0|1|0|1|0|1|1|1|0|1|0|1|11780|10080|1|66499778.00|0.00|14028.00|15578237.00|2560152.00|7422530.00|64055.00|133906.00|0.00|4286614.00
2560|FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA|FAESF/UNEF|1667|UNEF UNIDADE DE ENSINO SUPERIOR DE FEIRA DE SANTANA LTDA|4|Privada com fins lucrativos|3|Faculdade|2910800|Feira de Santana|29|BA|Nordeste|0|49|1|1|8|4|14|10|0|7|1|1|2|0|0|0|1|1|1|1|1|1|0|13000|2480|2|2748525.10|0.00|0.00|765815.76|328206.76|385162.73|255091.73|225292.17|12500.00|571138.43
2564|UNIVERSIDADE FEDERAL DE CAMPINA GRANDE|UFCG|14341|UNIVERSIDADE FEDERAL DE CAMPINA GRANDE|1|Pública Federal|1|Universidade|2504009|Campina Grande|25|PB|Nordeste|0|1474|22|76|6|14|157|252|132|121|334|220|67|54|5|14|1|0|0|0|1|1|1|2000|0|2|658481753.00|31240945.63|0.00|331006690.04|0.00|91449006.15|87850636.67|18694140.20|263673.80|113736093.24
2565|ABEU - CENTRO UNIVERSITÁRIO|UNIABEU|323|ASSOCIACAO BRASILEIRA DE ENSINO UNIVERSITARIO ABEU|5|Privada sem fins lucrativos|2|Centro Universitário|3300456|Belford Roxo|33|RJ|Sudeste|0|332|15|27|8|21|61|84|55|24|10|8|6|9|3|1|0|0|0|0|0|0|1|150|0|2|37404698.11|0.00|1170338.89|12816056.39|12088417.89|3153059.60|0.00|0.00|0.00|10630258.37
2566|INSTITUTO DE ENSINO SUPERIOR DE OLINDA|IESO|1125|ASSOCIACAO PERNAMBUCANA DE ENSINO SUPERIOR - APESU|5|Privada sem fins lucrativos|3|Faculdade|2609600|Olinda|26|PE|Nordeste|0|2|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|1|234|9159|1|6426639.45|0.00|177556.47|2219933.17|1747676.22|1443323.07|11615139.55|495428.78|0.00|0.00
2568|FACULDADE ZACARIAS DE GÓES|FAZAG|1668|SOCIEDADE EDUCACIONAL ZACARIAS DE GOES VASCONCELOS LTDA.|5|Privada sem fins lucrativos|3|Faculdade|2932903|Valença|29|BA|Nordeste|0|43|1|0|0|0|23|11|5|1|2|0|0|0|0|0|1|1|0|1|1|1|0|146|0|2|7206949.69|0.00|0.00|1659215.61|584732.27|1207491.94|1642207.53|1344938.86|514403.40|0.00
2569|FACULDADE DE TECNOLOGIA FAESA|CET-FAESA|1669|ASSOCIACAO DE ASSISTENCIA AO ENSINO|5|Privada sem fins lucrativos|3|Faculdade|3205309|Vitória|32|ES|Sudeste|1|35|1|2|1|3|6|3|10|5|2|1|0|1|0|0|0|0|0|1|1|0|1|0|0|1|7854312.13|0.00|2371764.52|1252196.08|834797.38|2203454.32|0.00|0.00|0.00|3610883.16
2571|FACULDADE REDENTOR|FACREDENTOR|1671|SOCIEDADE UNIVERSITARIA REDENTOR|5|Privada sem fins lucrativos|3|Faculdade|3302205|Itaperuna|33|RJ|Sudeste|0|172|3|4|6|11|57|47|14|11|15|3|1|0|0|0|0|1|0|0|1|1|1|2210|2900|1|66498856.49|0.00|339285.30|9748504.67|2496417.90|6354742.34|20611858.50|5880433.21|181869.07|17912629.09
2572|FACULDADE REGIONAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE CANDEIAS|FAC|1672|INSTITUTO DE ENSINO SUPERIOR DE CANDEIAS LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|2906501|Candeias|29|BA|Nordeste|0|25|2|2|0|3|4|2|7|0|4|1|0|0|0|0|1|1|1|1|1|1|1|60|0|1|1730086.71|0.00|122153.62|497424.41|321757.98|400771.89|0.00|0.00|0.00|746308.16
2573|FACULDADE TEOLÓGICA SUL AMERICANA|FTSA|1673|ASSOCIACAO CRISTA EVANGELICA SUL AMERICANA|5|Privada sem fins lucrativos|3|Faculdade|4113700|Londrina|41|PR|Sul|0|26|0|0|2|4|3|5|5|6|1|0|0|0|0|0|1|0|0|1|1|1|1|10|0|1|4573844.95|0.00|496328.84|856953.94|569377.41|920440.19|0.00|0.00|0.00|3729302.32
2575|FACULDADES INTEGRADAS SOARES DE OLIVEIRA|FISO|94|ASSOCIACAO CULTURAL E EDUCACIONAL DE BARRETOS - ACEB|5|Privada sem fins lucrativos|3|Faculdade|3505500|Barretos|35|SP|Sudeste|0|5|0|1|1|0|0|0|2|0|1|0|0|0|0|0|1|1|1|1|1|1|1|10|500|2|180000.00|6000.00|12576.00|71760.00|66000.00|26400.00|5500.00|3000.00|2000.00|0.00
2576|FACULDADES PITÁGORAS UNIDADE GUARAPARI|FIPAG|14514|EDITORA E DISTRIBUIDORA EDUCACIONAL S/A|4|Privada com fins lucrativos|3|Faculdade|3202405|Guarapari|32|ES|Sudeste|0|45|0|0|0|0|17|3|12|0|6|5|2|0|0|0|0|1|0|0|1|1|1|258360|6544|1|1180599002.24|0.00|840059237.67|115967095.73|51789422.88|104264176.12|231090906.84|143947468.55|2619133.32|475438845.17
2579|FACULDADE ATENAS||1675|CENTRO EDUCACIONAL HYARTE-ML LTDA|4|Privada com fins lucrativos|3|Faculdade|3147006|Paracatu|31|MG|Sudeste|0|379|14|13|17|26|118|44|71|37|12|10|14|2|1|0|1|1|0|1|1|0|1|257|1681|2|51535631.97|0.00|606668.85|7710478.15|5140318.76|4734243.76|944906.35|1986633.55|3264672.57|8310885.09
